iter	Passed	Remaining
328	908	1852
329	910	1848
330	913	1845
331	915	1842
332	917	1838
333	920	1834
334	922	1830
335	924	1826
336	926	1823
337	929	1820
338	932	1817
339	934	1814
340	936	1810
341	939	1806
342	941	1802
343	943	1799
344	946	1796
345	948	1793
346	951	1789
347	953	1787
348	956	1783
349	960	1782
350	962	1780
351	965	1776
352	967	1772
353	969	1769
354	971	1765
355	973	1761
356	976	1758
357	978	1754
358	980	1750
359	982	1746
360	984	1743
361	987	1739
362	989	1736
363	991	1732
364	994	1729
365	996	1726
366	998	1722
367	1000	1718
368	1003	1715
369	1005	1712
370	1008	1709
371	1010	1706
372	1012	1702
373	1015	1699
374	1017	1696
375	1020	1692
376	1022	1690
377	1026	1688
378	1028	1685
379	1031	1682
380	1033	1679
381	1036	1676
382	1039	1674
383	1041	1671
384	1045	1669
385	1047	1666
386	1050	1664
387	1054	1663
388	1057	1660
389	1059	1657
390	1062	1654
391	1064	1651
392	1067	1648
393	1069	1645
394	1072	1642
395	1075	1639
396	1078	1637
397	1080	1634
398	1083	1631
399	1086	1630
400	1089	1626
401	1091	1623
402	1093	1619
403	1095	1616
404	1097	1612
405	1100	1609
406	1102	1606
407	1104	1603
408	1107	1599
409	1109	1596
410	1111	1592
411	1113	1589
412	1116	1586
413	1118	1583
414	1121	1580
415	1123	1577
416	1125	1573
417	1127	1570
418	1130	1567
419	1133	1564
420	1136	1563
421	1139	1560
422	1141	1557
423	1144	1554
424	1146	1551
425	1148	1548
426	1151	1545
427	1153	1541
428	1155	1538
429	1158	1535
430	1160	1532
431	1163	1529
432	1165	1526
433	1168	1524
434	1170	1520
435	1172	1517
436	1174	1513
437	1177	1510
438	1179	1507
439	1182	1504
440	1184	1501
441	1186	1497
442	1188	1494
443	1190	1490
444	1193	1488
445	1196	1486
446	1198	1483
447	1200	1479
448	1203	1476
449	1205	1473
450	1207	1469
451	1210	1467
452	1212	1464
453	1214	1460
454	1216	1457
455	1218	1454
456	1221	1450
457	1223	1447
458	1225	1444
459	1228	1442
460	1230	1438
461	1232	1435
462	1234	1432
463	1236	1428
464	1239	1425
465	1241	1422
466	1244	1420
467	1247	1418
468	1250	1415
469	1252	1412
470	1255	1409
471	1257	1406
472	1260	1403
473	1264	1402
474	1268	1402
475	1273	1401
476	1279	1402
477	1283	1401
478	1287	1400
479	1293	1401
480	1297	1400
481	1302	1400
482	1309	1401
483	1314	1401
484	1318	1399
485	1323	1399
486	1327	1398
487	1333	1398
488	1337	1397
489	1341	1396
490	1345	1394
491	1349	1393
492	1353	1391
493	1356	1389
494	1360	1388
495	1363	1385
496	1367	1383
497	1371	1382
498	1374	1379
499	1377	1377
500	1380	1375
501	1384	1373
502	1388	1371
503	1391	1369
504	1394	1366
505	1397	1364
506	1401	1362
507	1404	1360
508	1407	1357
509	1410	1355
510	1414	1354
511	1418	1352
512	1422	1350
513	1425	1348
514	1428	1345
515	1432	1343
516	1434	1340
517	1437	1337
518	1439	1334
519	1442	1331
520	1444	1328
521	1447	1325
522	1449	1322
523	1451	1318
524	1453	1315
525	1455	1311
526	1458	1308
527	1460	1305
528	1463	1302
529	1465	1299
530	1467	1296
531	1469	1292
532	1471	1289
533	1473	1286
534	1476	1283
535	1478	1280
536	1480	1276
537	1482	1273
538	1485	1270
539	1487	1266
540	1489	1263
541	1491	1260
542	1494	1257
543	1497	1254
544	1499	1251
545	1501	1248
546	1503	1245
547	1505	1241
548	1508	1238
549	1510	1235
550	1512	1232
551	1514	1229
552	1517	1226
553	1519	1223
554	1521	1219
555	1523	1216
556	1525	1213
557	1528	1210
558	1530	1207
559	1532	1204
560	1535	1201
561	1537	1198
562	1539	1194
563	1542	1192
564	1544	1188
565	1546	1185
566	1548	1182
567	1550	1179
568	1553	1176
569	1555	1173
570	1557	1170
571	1559	1167
572	1562	1164
573	1564	1160
574	1566	1157
575	1568	1154
576	1570	1151
577	1573	1148
578	1575	1145
579	1577	1142
580	1580	1139
581	1582	1136
582	1584	1133
583	1586	1130
584	1588	1127
585	1591	1124
586	1593	1120
587	1595	1117
588	1597	1114
589	1599	1111
590	1601	1108
591	1604	1105
592	1606	1102
593	1609	1099
594	1611	1096
595	1613	1093
596	1615	1090
597	1617	1087
598	1619	1084
599	1622	1081
600	1624	1078
601	1627	1075
602	1629	1072
603	1631	1069
604	1633	1066
605	1636	1063
606	1638	1060
607	1640	1058
608	1643	1054
609	1645	1051
610	1647	1048
611	1649	1045
612	1652	1043
613	1654	1040
614	1656	1036
615	1658	1033
616	1660	1030
617	1662	1027
618	1665	1024
619	1668	1022
620	1670	1019
621	1672	1016
622	1674	1013
623	1676	1010
624	1678	1007
625	1680	1004
626	1683	1001
627	1686	998
628	1688	995
629	1690	992
630	1692	989
631	1694	986
632	1696	983
633	1699	980
634	1701	977
635	1703	974
636	1705	972
637	1707	968
638	1709	965
639	1711	962
640	1714	960
641	1716	957
642	1718	954
643	1721	951
644	1723	948
645	1725	945
646	1727	942
647	1730	939
648	1732	937
649	1735	934
650	1737	931
651	1739	928
652	1741	925
653	1743	922
654	1746	919
655	1748	916
656	1750	914
657	1752	911
658	1754	908
659	1756	905
660	1758	902
661	1761	899
662	1763	896
663	1766	893
664	1768	890
665	1770	887
666	1772	884
667	1774	881
668	1776	879
669	1779	876
670	1781	873
671	1783	870
672	1785	867
673	1788	864
674	1790	861
675	1792	859
676	1795	856
677	1797	853
678	1799	850
679	1801	847
680	1803	844
681	1805	842
682	1808	839
683	1810	836
684	1812	833
685	1815	830
686	1817	827
687	1819	824
688	1821	822
689	1823	819
690	1826	816
691	1828	814
692	1831	811
693	1833	808
694	1835	805
695	1837	802
696	1840	800
697	1842	797
698	1844	794
699	1846	791
700	1848	788
701	1851	785
702	1853	782
703	1855	780
704	1857	777
705	1860	774
706	1862	771
707	1864	768
708	1866	765
709	1868	763
710	1870	760
711	1873	757
712	1875	755
713	1877	752
714	1880	749
715	1882	746
716	1885	744
717	1888	741
718	1890	738
719	1892	736
720	1894	733
721	1896	730
722	1898	727
723	1901	724
724	1903	722
725	1906	719
726	1908	716
727	1910	713
728	1912	711
729	1914	708
730	1917	705
731	1920	702
732	1922	700
733	1924	697
734	1926	694
735	1928	691
736	1931	689
737	1933	686
738	1936	683
739	1938	681
740	1941	678
741	1943	675
742	1945	673
743	1947	670
744	1950	667
745	1952	664
746	1954	662
747	1956	659
748	1959	656
749	1961	653
750	1963	650
751	1965	648
752	1968	645
753	1970	642
754	1972	640
755	1975	637
756	1977	634
757	1979	631
758	1981	629
759	1984	626
760	1986	623
761	1988	621
762	1991	618
763	1993	615
764	1995	613
765	1998	610
766	2000	607
767	2003	605
768	2005	602
769	2007	599
770	2009	596
771	2011	594
772	2014	591
773	2017	589
774	2020	586
775	2022	583
776	2024	580
777	2026	578
778	2028	575
779	2031	572
780	2033	570
781	2036	567
782	2038	565
783	2040	562
784	2043	559
785	2045	557
786	2048	554
787	2050	551
788	2052	548
789	2054	546
790	2056	543
791	2058	540
792	2061	538
793	2063	535
794	2065	532
795	2068	530
796	2070	527
797	2072	524
798	2074	521
799	2076	519
800	2079	516
801	2081	513
802	2083	511
803	2085	508
804	2088	505
805	2090	503
806	2092	500
807	2095	497
808	2097	495
809	2100	492
810	2102	489
811	2104	487
812	2106	484
813	2109	481
814	2111	479
815	2113	476
816	2116	473
817	2118	471
818	2120	468
819	2122	465
820	2125	463
821	2127	460
822	2130	458
823	2132	455
824	2135	452
825	2137	450
826	2139	447
827	2141	444
828	2143	442
829	2146	439
830	2148	436
831	2150	434
832	2152	431
833	2154	428
834	2157	426
835	2160	423
836	2162	421
837	2164	418
838	2166	415
839	2168	413
840	2171	410
841	2173	407
842	2175	405
843	2178	402
844	2180	399
845	2182	397
846	2184	394
847	2186	391
848	2189	389
849	2191	386
850	2193	384
851	2195	381
852	2197	378
853	2199	376
854	2201	373
855	2204	370
856	2206	368
857	2208	365
858	2210	362
859	2212	360
860	2214	357
861	2216	354
862	2219	352
863	2221	349
864	2224	347
865	2226	344
866	2228	341
867	2230	339
868	2232	336
869	2234	333
870	2237	331
871	2239	328
872	2242	326
873	2244	323
874	2246	320
875	2248	318
876	2251	315
877	2253	313
878	2255	310
879	2258	307
880	2260	305
881	2262	302
882	2264	300
883	2267	297
884	2270	295
885	2272	292
886	2275	289
887	2277	287
888	2279	284
889	2282	282
890	2284	279
891	2287	276
892	2289	274
893	2291	271
894	2293	269
895	2295	266
896	2298	263
897	2301	261
898	2303	258
899	2305	256
900	2307	253
901	2309	250
902	2312	248
903	2315	245
904	2317	243
905	2319	240
906	2321	238
907	2323	235
908	2326	232
909	2329	230
910	2332	227
911	2334	225
912	2337	222
913	2339	220
914	2341	217
915	2344	214
916	2346	212
917	2349	209
918	2351	207
919	2353	204
920	2355	202
921	2357	199
922	2360	196
923	2362	194
924	2365	191
925	2367	189
926	2370	186
927	2372	184
928	2374	181
929	2377	178
930	2380	176
931	2382	173
932	2384	171
933	2386	168
934	2388	166
935	2390	163
936	2394	161
937	2397	158
938	2399	155
939	2401	153
940	2403	150
941	2406	148
942	2408	145
943	2410	142
944	2412	140
945	2414	137
946	2416	135
947	2418	132
948	2420	130
949	2422	127
950	2425	124
951	2427	122
952	2430	119
953	2432	117
954	2434	114
955	2437	112
956	2439	109
957	2442	107
958	2444	104
959	2446	101
960	2448	99
961	2451	96
962	2453	94
963	2455	91
964	2458	89
965	2460	86
966	2463	84
967	2465	81
968	2467	78
969	2469	76
970	2471	73
971	2474	71
972	2476	68
973	2478	66
974	2480	63
975	2482	61
976	2484	58
977	2486	55
978	2489	53
979	2491	50
980	2493	48
981	2495	45
982	2498	43
983	2500	40
984	2502	38
985	2505	35
986	2507	33
987	2509	30
988	2512	27
989	2514	25
990	2516	22
991	2518	20
992	2521	17
993	2523	15
994	2526	12
995	2530	10
996	2534	7
997	2540	5
998	2544	2
999	2548	0
